0	 zˈiəɹəʊ
Myrdal	 mˈɪədəl
Myrdal's	 mˈɪədəlz
Myrna	 mˈɪənə
Myrna's	 mˈɪənəz
Myron	 mˈaɪɹɒn
Myron's	 mˈaɪɹɒnz
Myrtle	 mˈɜːtəl
Myrtle's	 mˈɜːtəlz
Mysore	 mˈaɪsɔː
Mysore's	 mˈaɪsɔːz
Myst	 mˈɪst
Myst's	 mˈɪsts
N'Djamena	 ˈɛndʒˈeɪmnə
N	 ˈɛn
Ned	 nˈɛd
N's	 ˈɛnz
NAACP	 nˈɑːkp
NAACP's	 nˈɑːkpz
NAFTA	 nˈaftə
NAFTA's	 nˈaftəz
NASA	 nˈasɐ
NASA's	 nˈasɐz
NASCAR	 nˈaskɑː
NASCAR's	 nˈaskɑːz
NASDAQ	 nˈasdak
NASDAQ's	 nˈasdakz
NATO	 nˈeɪtəʊ
NATO's	 nˈeɪtəʊz
NB	 ˌɛnbˈiː
NBA	 ˌɛnbˌiːˈeɪ
NBA's	 ˌɛnbˌiːˈeɪz
NBC	 ˌɛnbˌiːsˈiː
NBC's	 ˌɛnbˌiːsˈiːz
NBS	 ˌɛnbˌiːˈɛs
NC	 ˌɛnsˈiː
NCAA	 ˈɛnkˈɑː
NCAA's	 ˈɛnkˈɑːz
NCO	 ˌɛnsˌiːˈəʊ
ND	 ˌɛndˈiː
NE	 nˈiː
NE's	 nˈiːz
NEH	 nˈeɪ
NF	 ˌɛnˈɛf
NFC	 ˌɛnˌɛfsˈiː
NFL	 ˌɛnˌɛfˈɛl
NFL's	 ˌɛnˌɛfˈɛlz
NH	 ˌɛnˈeɪtʃ
NHL	 ˌɛnˌeɪtʃˈɛl
NHL's	 ˌɛnˌeɪtʃˈɛlz
NIH	 nˈɪ
NIMBY	 nˈɪmbi
NJ	 ˌɛndʒˈeɪ
NLRB	 ˌɛnˌɛlˌɑːbˈiː
NM	 ˌɛnˈɛm
NORAD	 nˈɔːɹad
NORAD's	 nˈɔːɹadz
NOW	 nˈaʊ
NP	 ˌɛnpˈiː
NPR	 ˌɛnpˌiːˈɑː
NPR's	 ˌɛnpˌiːˈɑːz
NR	 ˌɛnˈɑː
NRA	 ˌɛnˌɑːɹˈeɪ
NRC	 ˌɛnˌɑːsˈiː
NS	 ˌɛnˈɛs
NSA	 ˌɛnˌɛsˈeɪ
NSA's	 ˌɛnˌɛsˈeɪz
NSC	 ˌɛnˌɛssˈiː
NSF	 ˌɛnˌɛsˈɛf
NSFW	 ˌɛnˌɛsˌɛfdˈʌbəljˌuː
NT	 ˌɛntˈiː
NV	 ˌɛnvˈiː
NW	 ˌɛndˈʌbəljˌuː
NW's	 ˌɛndˈʌbəljˌuːz
NWT	 ˌɛndˌʌbəljˌuːtˈiː
NY	 ˌɛnwˈaɪ
NYC	 nˈɪk
NYSE	 ˌɛnwˌaɪˌɛsˈiː
NZ	 ˌɛnzˈɛd
Na	 nˈɑː
Na's	 nˈɑːz
Nabisco	 nabˈɪskəʊ
Nabisco's	 nabˈɪskəʊz
Nabokov	 nˈabəkˌɒv
Nabokov's	 nˈabəkˌɒvz
Nader	 nˈeɪdə
Nader's	 nˈeɪdəz
Nadia	 nˈɑːdjə
Nadia's	 nˈɑːdjəz
Nadine	 neɪdˈiːn
Nadine's	 neɪdˈiːnz
Nagasaki	 nˌaɡɐsˈaki
Nagasaki's	 nˌaɡɐsˈakiz
Nagoya	 naɡˈɔɪə
Nagoya's	 naɡˈɔɪəz
Nagpur	 nˈaɡpʊə
Nagpur's	 nˈaɡpʊəz
Nagy	 nˈeɪdʒi
Nagy's	 nˈeɪdʒiz
Nahuatl	 nˈahjuːˌatəl
Nahuatls	 nˈahjuːˌatəlz
Nahuatl's	 nˈahjuːˌatəlz
Nahum	 nˈahəm
Nahum's	 nˈahəmz
Naipaul	 nˈeɪpɔːl
Naipaul's	 nˈeɪpɔːlz
Nair	 nˈeə
Nair's	 nˈeəz
Nairobi	 naɪɹˈəʊbi
Nairobi's	 naɪɹˈəʊbiz
Naismith	 nˈeɪsmɪθ
Naismith's	 nˈeɪsmɪθz
Nam	 nˈam
Nam's	 nˈamz
Namath	 nˈamaθ
Namath's	 nˈamaθz
Namibia	 namˈɪbiə
Namibia's	 namˈɪbiəz
Namibian	 namˈɪbiən
Namibians	 namˈɪbiənz
Namibian's	 namˈɪbiənz
Nan	 nˈan
Nan's	 nˈanz
Nanak	 nˈanak
Nanak's	 nˈanaks
Nanchang	 nˈantʃaŋ
Nanchang's	 nˈantʃaŋz
Nancy	 nˈansi
Nancy's	 nˈansiz
Nanette	 nanˈɛt
Nanette's	 nanˈɛts
Nanjing	 nˈandʒɪŋ
Nanjing's	 nˈandʒɪŋz
Nannie	 nˈani
Nannie's	 nˈaniz
Nanook	 nˌanəʊˈɒk
Nanook's	 nˌanəʊˈɒks
Nansen	 nˈansən
Nansen's	 nˈansənz
Nantes	 nˈants
Nantes's	 nˈantsɪz
Nantucket	 nˈantʌkɪt
Nantucket's	 nˈantʌkɪts
Naomi	 neɪˈəʊmi
Naomi's	 neɪˈəʊmiz
Naphtali	 naftˈɑːli
Naphtali's	 naftˈɑːliz
Napier	 nˈeɪpɪə
Napier's	 nˈeɪpɪəz
Naples	 nˈeɪpəlz
Naples's	 nˈeɪpəlzɪz
Napoleon	 napˈəʊlɪən
Napoleons	 napˈəʊlɪənz
Napoleon's	 napˈəʊlɪənz
Napoleonic	 napˈəʊlɪˈɒnɪk
Napoleonic's	 napˈəʊlɪˈɒnɪkz
Napster	 nˈapstə
Napster's	 nˈapstəz
Narcissus	 nˈɑːsɪsəs
Narcissus's	 nˈɑːsɪsəsɪz
Narmada	 nɑːmˈɑːdə
Narmada's	 nɑːmˈɑːdəz
Narnia	 nˈɑːniə
Narnia's	 nˈɑːniəz
Narraganset	 nˈaɹɐɡˌansɛt
Narragansett	 nˈaɹɐɡˌansɪt
Narragansett's	 nˈaɹɐɡˌansɪts
Nash	 nˈaʃ
Nash's	 nˈaʃɪz
Nashua	 nˈaʃjuːə
Nashua's	 nˈaʃjuːəz
Nashville	 nˈaʃvɪl
Nashville's	 nˈaʃvɪlz
Nassau	 nˈasaʊ
Nassau's	 nˈasaʊz
Nasser	 nˈasə
Nasser's	 nˈasəz
Nat	 nˈat
Nat's	 nˈats
Natalia	 neɪtˈeɪliə
Natalia's	 neɪtˈeɪliəz
Natalie	 nˈatɐlˌi
Natalie's	 nˈatɐlˌiz
Natasha	 nɐtˈaʃə
Natasha's	 nɐtˈaʃəz
Natchez	 nˈatʃɛz
Natchez's	 nˈatʃɛzɪz
Nate	 nˈeɪt
Nation	 nˈeɪʃən
Nate's	 nˈeɪtz
Nathan	 nˈeɪθən
Nathans	 nˈeɪθənz
Nathan's	 nˈeɪθənz
Nathaniel	 nɐθˈanjəl
Nathaniel's	 nɐθˈanjəlz
Nathans	 nˈeɪθənz
Nathans's	 nˈeɪθənzɪz
Nation	 nˈeɪʃən
Nation's	 nˈeɪʃənz
Nationwide	 nˈeɪʃənwˌaɪd
Nationwide's	 nˈeɪʃənwˌaɪdz
Nativity	 nɐtˈɪvɪti
Nativity's	 nɐtˈɪvɪtiz
Naugahyde	 nˈɔːɡɑːɹˌaɪd
Naugahyde's	 nˈɔːɡɑːɹˌaɪdz
Nauru	 nˈaʊɹuː
Nauru's	 nˈaʊɹuːz
Nautilus	 nˈɔːtɪləs
Nautilus's	 nˈɔːtɪləsɪz
Navajo	 nˈɑːvəhˌəʊ
Navajos	 nˈɑːvəhˌəʊz
Navajo's	 nˈɑːvəhˌəʊz
Navajoes	 nˈɑːvəhˌəʊz
Navarre	 nˈavɑː
Navarre's	 nˈavaɹəz
Navarro	 navˈaɹəʊ
Navarro's	 navˈaɹəʊz
Navratilova	 nˈavɹɐtˌɪlʌvə
Navratilova's	 nˈavɹɐtˌɪlʌvəz
Navy	 nˈeɪvi
Nazarene	 nˈazɐɹˌiːn
Nazarene's	 nˈazɐɹˌiːnz
Nazareth	 nˈazɑːɹəθ
Nazareth's	 nˈazɑːɹəθz
Nazca	 nˈazkə
Nazca's	 nˈazkəz
Nazi	 nˈɑːtsɪ
Nazis	 nˈɑːtsɪz
Nazi's	 nˈɑːtsɪz
Nazism	 nˈeɪzɪzəm
Nazisms	 nˈazɪzəmz
Nazism's	 nˈeɪzɪzəmz
Nb	 ˌɛnbˈiː
Nb's	 ˌɛnbˈiːz
Nd	 ˌɛndˈiː
Nd's	 ˌɛndˈiːz
Ndjamena	 ˈɛndʒˈeɪmnə
Ndjamena's	 ˈɛndʒˈeɪmnəz
Ne	 nˈiː
Ne's	 nˈiːz
NeWS	 nˈiː dˌʌbəljˌuːˈɛs
NeWSes	 nˈiː dˈʌbəljˌuː sˈɛɪz
Neal	 nˈiːl
Neal's	 nˈiːlz
Neanderthal	 niːˈandəθˌɑːl
Neanderthals	 niːˈandəθˌɑːlz
Neanderthal's	 niːˈandəθˌɑːlz
Neapolitan	 niːpˈɒlɪtən
Neapolitan's	 niːpˈɒlɪtənz
Neb	 nˈɛb
Nebr	 nˈɛbə
Nebraska	 nəbɹˈaskə
Nebraska's	 nəbɹˈaskəz
Nebraskan	 nˈɛbɹaskən
Nebraskans	 nˈɛbɹaskənz
Nebraskan's	 nˈɛbɹaskənz
Nebuchadnezzar	 nˈɛbətʃˌadnɪzˌɑː
Nebuchadnezzar's	 nˈɛbətʃˌadnɪzˌɑːz
Ned	 nˈɛd
Ned's	 nˈɛdz
Nefertiti	 nˌɛfətˈiːti
Nefertiti's	 nˌɛfətˈiːtiz
Negev	 nˈɛdʒɛv
Negev's	 nˈɛdʒɛvz
Negress	 nˈɛɡɹɛs
Negresses	 nˈɛɡɹɛsɪz
Negress's	 nˈɛɡɹɛsɪz
Negritude	 nˈɛɡɹɪtjˌuːd
Negro	 nˈiːɡɹəʊ
Negros	 nˈiːɡɹəʊz
Negro's	 nˈiːɡɹəʊz
Negroes	 nˈiːɡɹəʊz
Negroid	 nˈiːɡɹɔɪd
Negroids	 nˈiːɡɹɔɪdz
Negroid's	 nˈiːɡɹɔɪdz
Negros	 nˈiːɡɹəʊz
Negros's	 nˈiːɡɹəʊzɪz
Nehemiah	 nˌɛhɪmˈaɪə
Nehemiah's	 nˌɛhɪmˈaɪəz
Nehru	 nˈeɪɹuː
Nehru's	 nˈeɪɹuːz
Neil	 nˈiːl
Neil's	 nˈiːlz
Nelda	 nˈɛldə
Nelda's	 nˈɛldəz
Nell	 nˈɛl
Nell's	 nˈɛlz
Nellie	 nˈɛli
Nellie's	 nˈɛliz
Nelly	 nˈɛli
Nelly's	 nˈɛliz
Nelsen	 nˈɛlsən
Nelsen's	 nˈɛlsənz
Nelson	 nˈɛlsən
Nelson's	 nˈɛlsənz
Nembutal	 nˈɛmbjuːtˌɑːl
Nembutal's	 nˈɛmbjuːtˌɑːlz
Nemesis	 nˈɛməsɪs
Nemesis's	 nˈɛməsɪsɪz
Neogene	 nˈiːəʊdʒˌiːn
Neogene's	 nˈiːəʊdʒˌiːnz
Neolithic	 nˌiːəʊlˈɪθɪk
Nepal	 nɛpˈɔːl
Nepal's	 nɛpˈɔːlz
Nepalese	 nˌɛpəlˈiːz
Nepalese's	 nˌɛpəlˈiːzɪz
Nepali	 nɛpˈɑːli
Nepalis	 nɛpˈɑːliz
Nepali's	 nɛpˈɑːliz
Neptune	 nˈɛptjuːn
Neptune's	 nˈɛptjuːnz
Nereid	 nˈɛɹeɪd
Nereid's	 nˈɛɹeɪdz
Nerf	 nˈɜːf
Nerf's	 nˈɜːfs
Nero	 nˈiəɹəʊ
Nero's	 nˈiəɹəʊz
Neruda	 nərjˈuːdə
Neruda's	 nərjˈuːdəz
Nescafe	 nˈɛskafˌeɪ
Nescafe's	 nˈɛskafˌeɪz
Nesselrode	 nˈɛsɪlɹˌəʊd
Nesselrode's	 nˈɛsɪlɹˌəʊdz
Nestle	 nˈɛsəl
Nestle's	 nˈɛsəlz
Nestor	 nˈɛstə
Nestor's	 nˈɛstəz
Nestorius	 nɛstˈɔːɹɪəs
Nestorius's	 nɛstˈɔːɹɪəsɪz
Netflix	 nˈɛtflɪks
Netflix's	 nˈɛtflɪksɪz
Netherlander	 nˈɛðələndə
Netherlanders	 nˈɛðələndəz
Netherlander's	 nˈɛðələndəz
Netherlands	 nˈɛðələndz
Netherlands's	 nˈɛðələndzɪz
Netscape	 nˈɛtskeɪp
Netscape's	 nˈɛtskeɪpz
Nettie	 nˈɛti
Nettie's	 nˈɛtiz
Netzahualcoyotl	 nˈɛtsɐhjˌuːɐlkˌɔɪɒtəl
Netzahualcoyotl's	 nˈɛtsɐhjˌuːɐlkˌɔɪɒtəlz
Nev	 nˈɛv
Nev's	 nˈɛvz
Neva	 nˈɛvə
Neva's	 nˈɛvəz
Nevada	 nɪvˈɑːdə
Nevada's	 nɪvˈɑːdəz
Nevadan	 nˈɛvadən
Nevadans	 nˈɛvadənz
Nevadan's	 nˈɛvadənz
Nevadian	 nɛvˈeɪdiən
Nevis	 nˈɛvɪs
Nevis's	 nˈɛvɪsɪz
Nevsky	 nˈɛvski
Nevsky's	 nˈɛvskiz
Newark	 njˈuːɔːk
Newark's	 njˈuːɔːks
Newcastle	 njˈuːkasəl
Newcastle's	 njˈuːkasəlz
Newfoundland	 njˈuːfəndlɐnd
Newfoundlander	 njˈuːfəndlɐndə
Newfoundlands	 njˈuːfəndlɐndz
Newfoundland's	 njˈuːfəndlɐndz
Newman	 njˈuːmən
Newman's	 njˈuːmənz
Newport	 njˈuːpɔːt
Newport's	 njˈuːpɔːts
Newsweek	 njˈuːzwiːk
Newsweek's	 njˈuːzwiːks
Newton	 njˈuːtən
Newton's	 njˈuːtənz
Newtonian	 njuːtˈəʊniən
Newtonian's	 njuːtˈəʊniənz
Nexis	 nˈɛksɪs
Nexis's	 nˈɛksɪsɪz
Ngaliema	 əŋɡˌaliˈɛmə
Ngaliema's	 əŋɡˌaliˈɛməz
Nguyen	 nˈuːjɛn
Nguyen's	 nˈuːjɛnz
Ni	 nˈaɪ
Ni's	 nˈaɪz
Niagara	 naɪˈaɡɹə
Niagara's	 naɪˈaɡɹəz
Niamey	 nˈaɪəmɪ
Niamey's	 nˈaɪəmɪz
Nibelung	 nˈaɪblʌŋ
Nibelung's	 nˈaɪblʌŋz
Nicaea	 nɪkˈiə
Nicaea's	 nɪkˈiəz
Nicaragua	 nˌɪkɐɹˈaɡjuːə
Nicaragua's	 nˌɪkɐɹˈaɡjuːəz
Nicaraguan	 nˌɪkɐɹˈaɡjuːən
Nicaraguans	 nˈɪkɐɹˌaɡjuːnz
Nicaraguan's	 nˌɪkɐɹˈaɡjuːənz
Niccolo	 nɪkˈɒləʊ
Niccolo's	 nɪkˈɒləʊz
Nice	 nˈaɪs
Nice's	 nˈaɪsɪz
Nicene	 nˈaɪsiːn
Nicene's	 nˈaɪsiːnz
Nichiren	 nˈɪkaɪɹən
Nichiren's	 nˈɪkaɪɹənz
Nicholas	 nˈɪkələs
Nicholas's	 nˈɪkələsɪz
Nichole	 nˈɪʃəʊl
Nichole's	 nˈɪʃəʊlz
Nichols	 nˈɪkəlz
Nichols's	 nˈɪkəlzɪz
Nicholson	 nˈɪʃɒlsən
Nicholson's	 nˈɪʃɒlsənz
Nick	 nˈɪk
Nick's	 nˈɪks
Nickelodeon	 nˌɪkɪlˈəʊdɪən
Nickelodeon's	 nˌɪkɪlˈəʊdɪənz
Nicklaus	 nˈɪklaʊs
Nicklaus's	 nˈɪklaʊsɪz
Nickolas	 nɪkˈəʊləz
Nickolas's	 nɪkˈəʊləzɪz
Nicobar	 nˈɪkəbˌɑː
Nicobar's	 nˈɪkəbˌɑːz
Nicodemus	 nˈɪkəʊdməs
Nicodemus's	 nˈɪkəʊdməsɪz
Nicola	 nˈɪkələ
Nicolas	 nˈɪkələz
Nicola's	 nˈɪkələz
Nicolas	 nˈɪkələz
Nicolas's	 nˈɪkələzɪz
Nicole	 nɪkˈəʊl
Nicole's	 nɪkˈəʊlz
Nicosia	 nˌɪkəsˈiːə
Nicosia's	 nˌɪkəsˈiːəz
Niebuhr	 nˈiːbuːə
Niebuhr's	 nˈiːbuːəz
Nielsen	 nˈiːlsən
Nielsen's	 nˈiːlsənz
Nietzsche	 nˈiːtʃi
Nietzsche's	 nˈiːtʃiˌɪz
Nieves	 nˈiːvz
Nieves's	 nˈiːvzɪz
Nigel	 nˈaɪdʒəl
Nigel's	 nˈaɪdʒəlz
Niger	 nˈaɪdʒə
Niger's	 nˈaɪdʒəz
Nigeria	 naɪdʒˈiəɹɪə
Nigeria's	 naɪdʒˈiəɹɪəz
Nigerian	 naɪdʒˈiəɹɪən
Nigerians	 naɪdʒˈiəɹɪənz
Nigerian's	 naɪdʒˈiəɹɪənz
Nigerien	 naɪdʒˈiəɹɪən
Nigerien's	 naɪdʒˈiəɹɪənz
Nightingale	 nˈaɪtɪŋɡˌeɪl
Nightingale's	 nˈaɪtɪŋɡˌeɪlz
Nijinsky	 nɪdʒˈɪnski
Nijinsky's	 nɪdʒˈɪnskiz
Nike	 nˈaɪk
Nike's	 nˈaɪkz
Nikita	 nɪkˈiːtə
Nikita's	 nɪkˈiːtəz
Nikkei	 nˈɪkeɪ
Nikkei's	 nˈɪkeɪz
Nikki	 nˈɪki
Nikki's	 nˈɪkiz
Nikolai	 nˈɪkəlˌaɪ
Nikolai's	 nˈɪkəlˌaɪz
Nikon	 nˈaɪkɒn
Nikon's	 nˈaɪkɒnz
Nile	 nˈaɪl
Nile's	 nˈaɪlz
Nimitz	 nˈɪmɪts
Nimitz's	 nˈɪmɪtsɪz
Nimrod	 nˈɪmɹɒd
Nimrod's	 nˈɪmɹɒdz
Nina	 nˈiːnə
Nina's	 nˈiːnəz
Nineveh	 nˈɪnɪvə
Nineveh's	 nˈɪnɪvəz
Nintendo	 nɪntˈɛndəʊ
Nintendo's	 nɪntˈɛndəʊz
Niobe	 nɪˈəʊb
Niobe's	 nɪˈəʊbz
Nippon	 nˈɪpən
Nippon's	 nˈɪpənz
Nipponese	 nˌɪpəʊnˈiːz
Nipponese's	 nˌɪpəʊnˈiːzɪz
Nirenberg	 nˈaɪənbɜːɡ
Nirenberg's	 nˈaɪənbɜːɡz
Nirvana	 nɜːvˈɑːnə
Nirvana's	 nɜːvˈɑːnəz
Nisan	 nˈɪsən
Nisan's	 nˈɪsənz
Nisei	 nˈaɪsaɪ
Nisei's	 nˈaɪsaɪz
Nissan	 nˈɪsən
Nissan's	 nˈɪsənz
Nita	 nˈiːtə
Nita's	 nˈiːtəz
Nivea	 nˈaɪviə
Nivea's	 nˈaɪviəz
Nixon	 nˈɪksən
Nixon's	 nˈɪksənz
Nkrumah	 ˈɛnkɹˈuːmə
Nkrumah's	 ˈɛnkɹˈuːməz
No	 nˈəʊ
Nos	 nˈɒs
No's	 nˈəʊz
NoDoz	 nˈəʊ dˈɒz
NoDoz's	 nˈəʊ dˈɒzɪz
Noah	 nˈəʊʌ
Noah's	 nˈəʊʌz
Nobel	 nəʊbˈɛl
Nobel's	 nəʊbˈɛlz
Nobelist	 nˈəʊblɪst
Nobelists	 nˈəʊblɪsts
Nobelist's	 nˈəʊblɪsts
Noble	 nˈəʊbəl
Noble's	 nˈəʊbəlz
Noe	 nˈəʊ
Noe's	 nˈəʊz
Noel	 nˈəʊl
Noels	 nˈəʊlz
Noel's	 nˈəʊlz
Noelle	 nˈəʊl
Noelle's	 nˈəʊlz
Noemi	 nˈəʊmi
Noemi's	 nˈəʊmiz
Nokia	 nˈəʊkiə
Nokia's	 nˈəʊkiəz
Nola	 nˈəʊlə
Nola's	 nˈəʊləz
Nolan	 nˈɒlan
Nolan's	 nˈɒlanz
Nome	 nˈəʊm
Nome's	 nˈəʊmz
Nona	 nˌɒnˈeɪ
Nona's	 nˌɒnˈeɪz
Nootka	 nˈuːtkə
Nootka's	 nˈuːtkəz
Nora	 nˈɔːɹə
Nora's	 nˈɔːɹəz
Norbert	 nˈɔːbət
Norbert's	 nˈɔːbəts
Norberto	 nˈɔːbətˌəʊ
Norberto's	 nˈɔːbətˌəʊz
Nordic	 nˈɔːdɪk
Nordics	 nˈɔːdɪks
Nordic's	 nˈɔːdɪkz
Noreen	 nˈɔːɹiːn
Noreen's	 nˈɔːɹiːnz
Norfolk	 nˈɔːfək
Norfolk's	 nˈɔːfəks
Noriega	 nˌɔːɹiˈɛɡə
Noriega's	 nˌɔːɹiˈɛɡəz
Norma	 nˈɔːmə
Norma's	 nˈɔːməz
Norman	 nˈɔːmən
Normans	 nˈɔːmənz
Norman's	 nˈɔːmənz
Normand	 nˈɔːmand
Normand's	 nˈɔːmandz
Normandy	 nˈɔːmandi
Normandy's	 nˈɔːmandiz
Norplant	 nˈɔːplant
Norplant's	 nˈɔːplants
Norris	 nˈɒɹɪs
Norris's	 nˈɒɹɪsɪz
Norse	 nˈɔːs
Norse's	 nˈɔːsɪz
Norseman	 nˈɔːsɛmən
Norseman's	 nˈɔːsɛmənz
Norsemen	 nˈɔːsɪmˌɛn
Norsemen's	 nˈɔːsɪmˌɛnz
North	 nˈɔːθ
North's	 nˈɔːθz
Northampton	 nɔːθˈamptən
Northampton's	 nɔːθˈamptənz
Northeast	 nˈɔːθiːst
Northeasts	 nˈɔːθiːsts
Northeast's	 nˈɔːθiːsts
Northerner	 nˈɔːðənə
Northerner's	 nˈɔːðənəz
Northrop	 nˈɔːθɹɒp
Northrop's	 nˈɔːθɹɒps
Northrup	 nˈɔːθɹʌp
Northrup's	 nˈɔːθɹʌps
Norths	 nˈɔːθs
Northwest	 nɔːθwˈɛst
Northwests	 nɔːθwˈɛsts
Northwest's	 nɔːθwˈɛsts
Norton	 nˈɔːtən
Norton's	 nˈɔːtənz
Norw	 nˈɔːwə
Norway	 nˈɔːweɪ
Norway's	 nˈɔːweɪz
Norwegian	 nɔːwˈiːdʒən
Norwegians	 nɔːwˈiːdʒənz
Norwegian's	 nɔːwˈiːdʒənz
Norwich	 nˈɒɹɪtʃ
Norwich's	 nˈɒɹɪtʃɪz
Nosferatu	 nˌɒsfəɹˈɑːtuː
Nosferatu's	 nˌɒsfəɹˈɑːtuːz
Nostradamus	 nˈɒstɹɐdˌaməs
Nostradamus's	 nˈɒstɹɐdˌaməsɪz
Nottingham	 nˈɒtɪŋəm
Nottingham's	 nˈɒtɪŋəmz
Nouakchott	 nwˈɑːktʃɒt
Nouakchott's	 nwˈɑːktʃɒts
Noumea	 nuːmˈeɪə
Noumea's	 nuːmˈeɪəz
Nov	 nˈɒv
Nov's	 nˈɒvz
Nova	 nˈəʊvə
Nova's	 nˈəʊvəz
Novartis	 nˈɒvɑːtˌiz
Novartis's	 nˈɒvɑːtˌizɪz
November	 nəʊvˈɛmbə
Novembers	 nəʊvˈɛmbəz
November's	 nəʊvˈɛmbəz
Novgorod	 nˈɒvɡɔːɹˌɒd
Novgorod's	 nˈɒvɡɔːɹˌɒdz
Novocain	 nˈɒvəkˌeɪn
Novocains	 nˈɒvəkˌeɪnz
Novocain's	 nˈɒvəkˌeɪnz
Novocaine	 nˈɒvəkˌeɪn
Novokuznetsk	 nˈɒvəʊkˌʌznɛtsk
Novokuznetsk's	 nˈɒvəʊkˌʌznɛtsks
Novosibirsk	 nˈɒvəzəbˌɜːsk
Novosibirsk's	 nˈɒvəzəbˌɜːsks
Noxzema	 nˈɒkszəmə
Noxzema's	 nˈɒkszəməz
Noyce	 nˈɔɪs
Noyce's	 nˈɔɪsɪz
Noyes	 nˈɔɪz
Noyes's	 nˈɔɪzɪz
Np	 ˌɛnpˈiː
Np's	 ˌɛnpˈiːs
Nubia	 njˈuːbiə
Nubia's	 njˈuːbiəz
Nubian	 njˈuːbiən
Nubian's	 njˈuːbiənz
Nukualofa	 njˌuːkjuːɐlˈəʊfə
Nukualofa's	 njˌuːkjuːɐlˈəʊfəz
Numbers	 nˈʌmbəz
Numbers's	 nˈʌmbəzɪz
Nunavut	 nˈʌnɐvˌʌt
Nunavut's	 nˈʌnɐvˌʌts
Nunez	 nˈʌnɛz
Nunez's	 nˈʌnɛzɪz
Nunki	 nˈʌŋki
Nunki's	 nˈʌŋkiz
Nuremberg	 njʊɹˈɛmbɜːɡ
Nuremberg's	 njʊɹˈɛmbɜːɡz
Nureyev	 njˈʊɹeɪv
Nureyev's	 njˈʊɹeɪvz
NutraSweet	 nˈʌtɹə swˈiːt
NutraSweet's	 nˈʌtɹə swˈiːts
NyQuil	 ˌɛnwˈaɪ kwˈɪl
NyQuil's	 ˌɛnwˈaɪ kwˈɪlz
Nyasa	 naɪˈɑːsə
Nyasa's	 naɪˈɑːsəz
Nyerere	 nˈaɪəɹə
Nyerere's	 nˈaɪəɹəz
O'Brien	 əʊbɹˈaɪən
O'Brien's	 əʊbɹˈaɪənz
O'Casey	 əʊkˈeɪsi
O'Casey's	 əʊkˈeɪsiz
O'Connell	 əʊkˈɒnəl
O'Connell's	 əʊkˈɒnəlz
O'Connor	 əʊkˈɒnə
O'Connor's	 əʊkˈɒnəz
O'Donnell	 əʊdˈɒnəl
O'Donnell's	 əʊdˈɒnəlz
O'Hara	 əʊhˈɑːɹə
O'Hara's	 əʊhˈɑːɹəz
O'Higgins	 əʊhˈɪɡɪnz
O'Higgins's	 əʊhˈɪɡɪnzɪz
O'Keeffe	 əʊkˈiːf
O'Keeffe's	 əʊkˈiːfs
O'Neil	 əʊnˈiːl
O'Neil's	 əʊnˈiːlz
O'Neill	 əʊnˈiːl
O'Neill's	 əʊnˈiːlz
O'Rourke	 əʊɹˈɜːk
O'Rourke's	 əʊɹˈɜːks
O'Toole	 əʊtˈuːl
O'Toole's	 əʊtˈuːlz
O	 ˈəʊ
Os	 ˌəʊˈɛs
O's	 əʊˈɛs
OAS	 ˈəʊəz
OAS's	 ˈəʊəzˌɪz
OB	 ˈɒb
OCR	 ˌəʊsˌiːˈɑː
OD	 ˈɒd
ODs	 ˈɒdz
OD's	 ˈɒdz
OE	 ˈəʊ
OED	 ˈiːd
OH	 ˈəʊ
OHSA	 ˈəʊsə
OHSA's	 ˈəʊsəz
OJ	 ˈɒdʒ
OK	 ˌəʊkˈeɪ
OKing	 ˈəʊ kˈɪŋ
OKed	 ˈəʊ kˈɛd
OKs	 ˌəʊkˈeɪ
OK's	 ˌəʊkˈeɪ
OMB	 ˈɒm
OMB's	 ˈɒmz
ON	 ˈɒn
OPEC	 ˈəʊpək
OPEC's	 ˈəʊpəkz
OR	 ɔː
OS	 ˌəʊˈɛs
OS's	 ˌəʊˈɛs
OSHA	 ˈəʊʃə
OSHA's	 ˈəʊʃəz
OSes	 ˈəʊ sˈɛɪz
OT	 ˈɒt
OTB	 ˈɒtb
OTC	 ˈɒtk
OTOH	 ˌəʊtˌiːˌəʊˈeɪtʃ
Oahu	 əʊˈɑːhuː
Oahu's	 əʊˈɑːhuːz
Oakland	 ˈəʊklənd
Oakland's	 ˈəʊkləndz
Oakley	 ˈəʊklɪ
Oakley's	 ˈəʊklɪz
Oates	 ˈəʊts
Oates's	 ˈəʊtsɪz
Oaxaca	 əʊksˈakə
Oaxaca's	 əʊksˈakəz
Ob	 ˈɒb
Ob's	 ˈɒbz
Obadiah	 ˌəʊbeɪdˈaɪə
Obadiah's	 ˌəʊbeɪdˈaɪəz
Obama	 əʊbˈɑːmə
Obama's	 əʊbˈɑːməz
Obamacare	 ˈəʊbɐmˌakeə
Oberlin	 ˈəʊbəlˌɪn
Oberlin's	 ˈəʊbəlˌɪnz
Oberon	 ˈəʊbɹɒn
Oberon's	 ˈəʊbɹɒnz
Occam	 ˈɒkam
Occam's	 ˈɒkamz
Occident	 ˈɒksɪdənt
Occidental	 ˌɒksɪdˈɛntəl
Occidentals	 ˌɒksɪdˈɛntəlz
Occidental's	 ˌɒksɪdˈɛntəlz
